timestamp,user_id,username,action,resource,resource_sensitivity,status,source_ip,time_classification,hour,dow,sens_score,time_risk,action_risk,department,job_title,privilege_level,systems_access,days_inactive,is_active,pct_night,pct_weekend,pct_export,pct_failure,mean_sens,max_sens,total_events,is_offhours,offhours_deviation,is_export,export_deviation,sens_above_baseline,is_first_time_resource,priv_mismatch,is_failure,cross_dept_access,stale_account_flag,admin_op_by_nonadmin,weekend_export,ml_risk_base,risk_score,severity,is_anomaly_pred
2025-04-30 04:20:00,USR00075,timothy.huang,login,PROD_DB,high,success,192.168.192.58,business_hours,4,2,2,0,0,Sales,Manager,user,ADMIN_SYS,21,True,0.3333333333333333,0.0,0.16666666666666666,0.08333333333333333,1.3333333333333333,2,12,0,0.0,0,0.0,0.6666666666666667,1,1,0,1,0,0,0,13.396230116964986,39.4,MEDIUM,0
2025-04-30 05:05:00,USR00068,robert.patel,api_call,PROD_DB,high,failure,192.168.80.176,business_hours,5,2,2,0,1,Support,Lead,admin,ADMIN_SYS|PROD_DB|AWS_IAM|Salesforce|EMAIL,7,True,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.8571428571428571,2,7,0,0.0,0,0.0,1.1428571428571428,1,0,1,1,0,0,0,65.15155322892619,89.2,CRITICAL,1
2025-04-30 10:13:00,USR00070,jeffrey.chen,admin_operation,Customer_Vault,high,success,192.168.250.222,unusual_hours,10,2,2,2,2,IT,Administrator,power-user,Salesforce|ADMIN_SYS,19,True,0.15384615384615385,0.07692307692307693,0.3076923076923077,0.0,1.2307692307692308,2,13,1,0.8461538461538461,0,0.0,0.7692307692307692,1,0,0,1,0,0,0,50.90794533010058,68.9,HIGH,1
2025-05-01 10:31:00,USR00063,daniel.colombo,api_call,Admin_Console,medium,success,192.168.247.189,business_hours,10,3,1,0,1,Sales,Specialist,power-user,GCP|VPN,52,True,0.3076923076923077,0.23076923076923078,0.15384615384615385,0.0,1.3076923076923077,2,13,0,0.0,0,0.0,0.0,1,0,0,1,1,0,0,0.3228570770946472,0.3,LOW,0
2025-05-03 23:20:00,USR00011,maria.o'brien,sql_query,HRIS,high,success,192.168.221.166,unusual_hours,23,5,2,2,1,Security,Administrator,user,SIEM,16,True,0.25,0.05,0.1,0.0,1.0,2,20,1,0.75,0,0.0,1.0,1,1,0,1,0,0,0,55.47122135846659,81.5,CRITICAL,1
2025-05-04 10:11:00,USR00022,harsh.patel,login,Admin_Console,medium,success,192.168.28.222,business_hours,10,6,1,0,0,Legal,Specialist,user,ADMIN_SYS|Okta,52,True,0.07692307692307693,0.0,0.15384615384615385,0.0,1.3076923076923077,2,13,0,0.0,0,0.0,0.0,1,0,0,1,1,0,0,4.431947656976522,4.4,LOW,0
2025-05-04 15:55:00,USR00057,zainab.jo,export_data,Customer_Vault,high,success,192.168.83.70,unusual_hours,15,6,2,2,3,Sales,Architect,admin,GCP|ADMIN_SYS|AD|SIEM,14,True,0.25,0.0,0.25,0.0625,1.125,2,16,1,0.75,1,0.75,0.875,1,0,0,0,0,0,0,85.0997317281903,100.0,CRITICAL,1
2025-05-04 21:13:00,USR00022,harsh.patel,sql_query,SIEM,medium,success,192.168.51.251,business_hours,21,6,1,0,1,Legal,Specialist,user,ADMIN_SYS|Okta,52,True,0.07692307692307693,0.0,0.15384615384615385,0.0,1.3076923076923077,2,13,0,0.0,0,0.0,0.0,1,0,0,1,1,0,0,0.3228570770946472,0.3,LOW,0
2025-05-05 15:36:00,USR00006,kevin.ramirez,login,PROD_DB,high,success,192.168.80.251,business_hours,15,0,2,0,0,Legal,Architect,power-user,Azure_AD|Salesforce|SIEM,46,True,0.3333333333333333,0.08333333333333333,0.0,0.08333333333333333,1.4166666666666667,2,12,0,0.0,0,0.0,0.5833333333333333,1,0,0,1,1,0,0,9.147432181859642,27.1,LOW,0
2025-05-06 12:13:00,USR00005,george.lim,api_call,Data_Lake,medium,success,192.168.155.23,business_hours,12,1,1,0,1,Engineering,Administrator,user,GCP,57,True,0.2,0.06666666666666667,0.2,0.13333333333333333,1.2666666666666666,2,15,0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0.013021436651724824,0.0,LOW,0
2025-05-06 14:10:00,USR00010,jacob.patel,admin_operation,Admin_Console,medium,success,192.168.122.151,business_hours,14,1,1,0,2,Marketing,Architect,user,PROD_DB|ADMIN_SYS,1,True,0.3333333333333333,0.0,0.16666666666666666,0.0,1.5,2,12,0,0.0,0,0.0,0.0,1,0,0,1,0,1,0,28.666543671283662,34.7,LOW,0
2025-05-06 20:40:00,USR00097,leila.lopez,admin_operation,GL_System,high,success,192.168.52.28,unusual_hours,20,1,2,2,2,IT,Executive,user,EMAIL|VPN,43,True,0.3076923076923077,0.0,0.07692307692307693,0.0,1.4615384615384615,2,13,1,0.6923076923076923,0,0.0,0.5384615384615385,1,1,0,1,1,1,0,80.45047224897007,100.0,CRITICAL,1
2025-05-07 14:27:00,USR00036,nicholas.harris,export_data,Email_Archive,medium,failure,192.168.194.196,business_hours,14,2,1,0,3,Marketing,Analyst,user,AD|Azure_AD,40,True,0.2,0.1,0.1,0.1,1.7,2,10,0,0.0,1,0.9,0.0,1,0,1,0,1,0,0,70.26130020800107,88.3,CRITICAL,1
2025-05-07 19:55:00,USR00048,xiulan.colombo,login,File_Share,low,failure,192.168.113.23,business_hours,19,2,0,0,0,Compliance,Administrator,user,GCP|Azure_AD,34,True,0.3157894736842105,0.05263157894736842,0.10526315789473684,0.05263157894736842,1.0526315789473684,2,19,0,0.0,0,0.0,0.0,1,0,1,0,1,0,0,67.92500382235905,73.9,HIGH,1
2025-05-07 22:31:00,USR00094,donald.schulz,api_call,Customer_Vault,high,success,192.168.33.136,business_hours,22,2,2,0,1,Sales,Officer,user,VPN,28,True,0.0,0.14285714285714285,0.14285714285714285,0.0,1.5714285714285714,2,14,0,0.0,0,0.0,0.4285714285714286,1,1,0,0,0,0,0,21.969542447135893,38.0,MEDIUM,0
2025-05-08 02:31:00,USR00022,harsh.patel,login,Data_Lake,medium,success,192.168.118.218,business_hours,2,3,1,0,0,Legal,Specialist,user,ADMIN_SYS|Okta,52,True,0.07692307692307693,0.0,0.15384615384615385,0.0,1.3076923076923077,2,13,0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0.7665441275060831,0.8,LOW,0
2025-05-09 01:36:00,USR00018,meera.burke,login,Admin_Console,medium,success,192.168.53.68,business_hours,1,4,1,0,0,Operations,Executive,power-user,EMAIL|ServiceNow|ADMIN_SYS|Azure_AD,59,True,0.2222222222222222,0.05555555555555555,0.1111111111111111,0.05555555555555555,1.3333333333333333,2,18,0,0.0,0,0.0,0.0,1,0,0,1,1,0,0,4.431947656976522,4.4,LOW,0
2025-05-10 08:50:00,USR00076,stephen.guo,sql_query,GL_System,high,success,192.168.92.48,business_hours,8,5,2,0,1,Finance,Lead,user,PROD_DB|VPN,8,True,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.0,1.0714285714285714,2,14,0,0.0,0,0.0,0.9285714285714286,1,1,0,0,0,0,0,25.61946072812618,41.6,MEDIUM,0
2025-05-10 14:12:00,USR00030,yuki.meyer,admin_operation,GL_System,high,success,192.168.116.186,weekend,14,5,2,1,2,Marketing,Manager,service-account,EMAIL|AWS_IAM,24,True,0.3076923076923077,0.07692307692307693,0.15384615384615385,0.15384615384615385,1.5384615384615385,2,13,0,0.0,0,0.0,0.46153846153846145,1,0,0,1,0,1,0,64.82981771417833,88.8,CRITICAL,1
2025-05-11 03:39:00,USR00061,sophia.hernandez,file_access,SIEM,medium,success,192.168.38.134,business_hours,3,6,1,0,1,Support,Developer,user,Okta|SIEM,35,True,0.4166666666666667,0.08333333333333333,0.08333333333333333,0.0,1.25,2,12,0,0.0,0,0.0,0.0,1,0,0,1,1,0,0,0.3228570770946472,0.3,LOW,0
2025-05-11 08:29:00,USR00018,meera.burke,export_data,BI_Tool,low,success,192.168.44.171,business_hours,8,6,0,0,3,Operations,Executive,power-user,EMAIL|ServiceNow|ADMIN_SYS|Azure_AD,59,True,0.2222222222222222,0.05555555555555555,0.1111111111111111,0.05555555555555555,1.3333333333333333,2,18,0,0.0,1,0.8888888888888888,0.0,1,0,0,0,1,0,0,32.44893688935006,44.4,MEDIUM,0
2025-05-11 10:30:00,USR00015,sophia.white,sql_query,SIEM,medium,success,192.168.16.233,business_hours,10,6,1,0,1,Security,Developer,admin,Okta|SIEM|Azure_AD|ServiceNow|AWS_IAM|VPN|ADMIN_SYS,24,True,0.18181818181818182,0.0,0.0,0.18181818181818182,1.4545454545454546,2,11,0,0.0,0,0.0,0.0,1,0,0,0,0,0,0,0.0008990658168178553,0.0,LOW,0
2025-05-12 07:58:00,USR00059,thomas.lewis,sql_query,Admin_Console,medium,success,192.168.27.56,business_hours,7,0,1,0,1,Finance,Director,power-user,ServiceNow|EMAIL|SIEM|Azure_AD,58,True,0.23076923076923078,0.3076923076923077,0.3076923076923077,0.0,1.3846153846153846,2,13,0,0.0,0,0.0,0.0,1,0,0,1,1,0,0,0.3228570770946472,0.3,LOW,0
2025-05-13 23:50:00,USR00044,pooja.mishra,sql_query,HRIS,high,success,192.168.138.141,business_hours,23,1,2,0,1,Finance,Developer,admin,EMAIL|SIEM|ADMIN_SYS|Salesforce|Azure_AD,59,True,0.21428571428571427,0.07142857142857142,0.21428571428571427,0.07142857142857142,1.5,2,14,0,0.0,0,0.0,0.5,1,0,0,1,1,0,0,0.8774854025775007,18.9,LOW,0
2025-05-14 04:36:00,USR00054,edward.smith,sql_query,HRIS,high,success,192.168.236.90,business_hours,4,2,2,0,1,Support,Specialist,user,ADMIN_SYS,12,True,0.23529411764705882,0.11764705882352941,0.058823529411764705,0.058823529411764705,1.1176470588235294,2,17,0,0.0,0,0.0,0.8823529411764706,1,1,0,1,0,0,0,2.7009277920138497,28.7,LOW,0
2025-05-14 08:19:00,USR00034,harsh.jones,admin_operation,HRIS,high,failure,192.168.29.54,unusual_hours,8,2,2,2,2,Operations,Specialist,service-account,EMAIL|AWS_IAM,43,True,0.47058823529411764,0.058823529411764705,0.0,0.058823529411764705,1.0,2,17,1,0.5294117647058824,0,0.0,1.0,1,0,1,1,1,1,0,98.13553367901875,100.0,CRITICAL,1
2025-05-14 08:50:00,USR00040,nicholas.romano,sql_query,HRIS,high,success,192.168.62.86,business_hours,8,2,2,0,1,Security,Officer,power-user,EMAIL|VPN,52,True,0.3888888888888889,0.16666666666666666,0.0,0.0,1.5,2,18,0,0.0,0,0.0,0.5,1,0,0,1,1,0,0,0.8774854025775007,18.9,LOW,0
2025-05-14 13:52:00,USR00053,timothy.jo,export_data,PROD_DB,high,success,192.168.159.102,business_hours,13,2,2,0,3,Engineering,Engineer,user,SIEM|PROD_DB,11,True,0.2777777777777778,0.0,0.16666666666666666,0.05555555555555555,1.5555555555555556,2,18,0,0.0,1,0.8333333333333334,0.4444444444444444,1,1,0,0,0,0,0,72.98961184969588,89.0,CRITICAL,1
2025-05-14 20:19:00,USR00044,pooja.mishra,sql_query,Customer_Vault,high,success,192.168.98.22,business_hours,20,2,2,0,1,Finance,Developer,admin,EMAIL|SIEM|ADMIN_SYS|Salesforce|Azure_AD,59,True,0.21428571428571427,0.07142857142857142,0.21428571428571427,0.07142857142857142,1.5,2,14,0,0.0,0,0.0,0.5,1,0,0,1,1,0,0,0.8774854025775007,18.9,LOW,0
2025-05-15 09:48:00,USR00015,sophia.white,login,GL_System,high,success,192.168.234.219,unusual_hours,9,3,2,2,0,Security,Developer,admin,Okta|SIEM|Azure_AD|ServiceNow|AWS_IAM|VPN|ADMIN_SYS,24,True,0.18181818181818182,0.0,0.0,0.18181818181818182,1.4545454545454546,2,11,1,0.8181818181818181,0,0.0,0.5454545454545454,1,0,0,1,0,0,0,57.69160252206101,75.7,HIGH,1
2025-05-15 10:47:00,USR00088,william.jang,login,Admin_Console,medium,success,192.168.1.63,unusual_hours,10,3,1,2,0,Engineering,Engineer,admin,ServiceNow|VPN|EMAIL|AD,36,True,0.6111111111111112,0.05555555555555555,0.0,0.0,0.8888888888888888,2,18,1,0.38888888888888884,0,0.0,0.11111111111111116,1,0,0,0,1,0,0,34.063038986561374,34.1,LOW,0
2025-05-15 13:21:00,USR00043,matthew.bernard,sql_query,Customer_Vault,high,success,192.168.30.9,business_hours,13,3,2,0,1,Operations,Coordinator,power-user,GCP|AD|SIEM|Okta,33,True,0.4,0.0,0.0,0.2,1.0,2,5,0,0.0,0,0.0,1.0,1,0,0,1,1,0,0,5.440971361030499,23.4,LOW,0
2025-05-16 03:23:00,USR00034,harsh.jones,sql_query,SIEM,medium,success,192.168.24.67,business_hours,3,4,1,0,1,Operations,Specialist,service-account,EMAIL|AWS_IAM,43,True,0.47058823529411764,0.058823529411764705,0.0,0.058823529411764705,1.0,2,17,0,0.0,0,0.0,0.0,1,0,0,1,1,0,0,0.3228570770946472,0.3,LOW,0
2025-05-17 01:07:00,USR00099,maria.bianchi,admin_operation,PROD_DB,high,success,192.168.11.118,business_hours,1,5,2,0,2,Marketing,Officer,service-account,ADMIN_SYS,40,True,0.5,0.0,0.125,0.125,1.375,2,8,0,0.0,0,0.0,0.625,1,0,0,1,1,1,0,29.76171687277725,65.8,HIGH,1
2025-05-17 16:14:00,USR00048,xiulan.colombo,api_call,HRIS,high,success,192.168.84.234,business_hours,16,5,2,0,1,Compliance,Administrator,user,GCP|Azure_AD,34,True,0.3157894736842105,0.05263157894736842,0.10526315789473684,0.05263157894736842,1.0526315789473684,2,19,0,0.0,0,0.0,0.9473684210526316,1,1,0,1,1,0,0,6.886070801695002,32.9,LOW,0
2025-05-17 22:08:00,USR00056,william.kumar,sql_query,Admin_Console,medium,success,192.168.106.122,unusual_hours,22,5,1,2,1,Compliance,Manager,user,Azure_AD|VPN,58,True,0.13333333333333333,0.13333333333333333,0.26666666666666666,0.0,1.0,2,15,1,0.8666666666666667,0,0.0,0.0,1,0,0,1,1,0,0,33.41175487805527,33.4,LOW,0
2025-05-18 15:43:00,USR00007,robert.smith,api_call,Data_Lake,medium,success,192.168.223.107,business_hours,15,6,1,0,1,Operations,Lead,user,VPN|Okta,44,True,0.3,0.3,0.2,0.1,1.4,2,10,0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0.013021436651724824,0.0,LOW,0
2025-05-19 11:41:00,USR00001,daniel.singh,api_call,Admin_Console,medium,success,192.168.49.214,business_hours,11,0,1,0,1,Compliance,Lead,user,Azure_AD|Salesforce,20,True,0.21052631578947367,0.10526315789473684,0.05263157894736842,0.05263157894736842,1.263157894736842,2,19,0,0.0,0,0.0,0.0,1,0,0,1,0,0,0,0.10094408263454596,0.1,LOW,0
2025-05-21 12:46:00,USR00049,thomas.kang,sql_query,PROD_DB,high,success,192.168.241.156,business_hours,12,2,2,0,1,Engineering,Administrator,user,EMAIL|AWS_IAM,24,True,0.1875,0.125,0.1875,0.0625,1.5,2,16,0,0.0,0,0.0,0.5,1,1,0,0,0,0,0,21.098984509431205,37.1,MEDIUM,0
2025-05-21 22:50:00,USR00002,kenneth.moore,api_call,File_Share,low,success,192.168.250.79,business_hours,22,2,0,0,1,Sales,Architect,service-account,EMAIL|PROD_DB,13,True,0.5454545454545454,0.0,0.0,0.0,1.2727272727272727,2,11,0,0.0,0,0.0,0.0,1,0,0,0,0,0,0,0.19303562280167158,0.2,LOW,0
2025-05-22 12:30:00,USR00010,jacob.patel,export_data,HRIS,high,success,192.168.240.217,business_hours,12,3,2,0,3,Marketing,Architect,user,PROD_DB|ADMIN_SYS,1,True,0.3333333333333333,0.0,0.16666666666666666,0.0,1.5,2,12,0,0.0,1,0.8333333333333334,0.5,0,1,0,1,0,0,0,68.09031162400207,86.1,CRITICAL,1
2025-05-22 16:23:00,USR00016,elena.dubois,admin_operation,BI_Tool,low,success,192.168.246.175,business_hours,16,3,0,0,2,IT,Specialist,user,Azure_AD,32,True,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.8181818181818182,2,11,0,0.0,0,0.0,0.0,1,0,0,0,1,1,0,44.75535604295032,62.8,HIGH,1
2025-05-23 01:19:00,USR00077,neha.taylor,admin_operation,Customer_Vault,high,success,192.168.168.202,weekend,1,4,2,1,2,Finance,Architect,power-user,AD|EMAIL|PROD_DB,11,True,0.125,0.125,0.125,0.125,1.375,2,16,0,0.0,0,0.0,0.625,1,0,0,1,0,0,0,18.19778847244723,36.2,MEDIUM,0
2025-05-24 18:49:00,USR00078,christopher.menon,export_data,Customer_Vault,high,success,192.168.188.0,night,18,5,2,3,3,Executive,Officer,service-account,Azure_AD,22,True,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.9090909090909091,2,11,1,0.9090909090909091,1,0.9090909090909091,1.0909090909090908,1,0,0,0,0,0,0,99.37617138656606,100.0,CRITICAL,1
2025-05-25 02:59:00,USR00019,joshua.white,login,BI_Tool,low,success,192.168.144.43,business_hours,2,6,0,0,0,Finance,Coordinator,user,VPN|EMAIL,2,True,0.3333333333333333,0.0,0.13333333333333333,0.13333333333333333,1.1333333333333333,2,15,0,0.0,0,0.0,0.0,1,0,0,0,0,0,0,5.587423556828723,5.6,LOW,0
2025-05-25 12:53:00,USR00008,thomas.iyer,login,Customer_Vault,high,failure,192.168.20.212,night,12,6,2,3,0,Sales,Administrator,user,AD|AWS_IAM,57,True,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.07142857142857142,1.2857142857142858,2,14,1,0.8571428571428572,0,0.0,0.7142857142857142,1,1,1,0,1,0,0,99.79179685691362,100.0,CRITICAL,1
2025-05-26 14:46:00,USR00041,matthew.huang,export_data,Data_Lake,medium,success,192.168.42.19,night,14,0,1,3,3,Operations,Lead,power-user,Salesforce|EMAIL,7,True,0.16666666666666666,0.25,0.25,0.0,1.25,2,12,1,0.8333333333333334,1,0.75,0.0,1,0,0,0,0,0,0,78.45426973399928,78.5,HIGH,1
2025-05-26 19:23:00,USR00019,joshua.white,login,Data_Lake,medium,success,192.168.201.25,night,19,0,1,3,0,Finance,Coordinator,user,VPN|EMAIL,2,True,0.3333333333333333,0.0,0.13333333333333333,0.13333333333333333,1.1333333333333333,2,15,1,0.6666666666666667,0,0.0,0.0,1,0,0,0,0,0,0,37.317985267566826,37.3,MEDIUM,0
2025-05-26 22:24:00,USR00074,mark.he,file_access,Data_Lake,medium,success,192.168.251.86,unusual_hours,22,0,1,2,1,Security,Officer,user,SIEM|AWS_IAM,0,True,0.4444444444444444,0.0,0.2222222222222222,0.1111111111111111,1.2222222222222223,2,9,1,0.5555555555555556,0,0.0,0.0,1,0,0,0,0,0,0,8.187350040790346,8.2,LOW,0
2025-05-27 00:43:00,USR00086,ryan.colombo,export_data,PROD_DB,high,success,192.168.210.82,business_hours,0,1,2,0,3,Engineering,Analyst,service-account,GCP|VPN,49,True,0.2727272727272727,0.09090909090909091,0.2727272727272727,0.0,1.0909090909090908,2,11,0,0.0,1,0.7272727272727273,0.9090909090909092,1,0,0,0,1,0,0,62.13353534010504,82.1,CRITICAL,1
2025-05-27 03:41:00,USR00015,sophia.white,sql_query,Data_Lake,medium,success,192.168.25.163,business_hours,3,1,1,0,1,Security,Developer,admin,Okta|SIEM|Azure_AD|ServiceNow|AWS_IAM|VPN|ADMIN_SYS,24,True,0.18181818181818182,0.0,0.0,0.18181818181818182,1.4545454545454546,2,11,0,0.0,0,0.0,0.0,1,0,0,0,0,0,0,0.0008990658168178553,0.0,LOW,0
2025-05-27 06:47:00,USR00088,william.jang,api_call,GL_System,high,success,192.168.112.48,unusual_hours,6,1,2,2,1,Engineering,Engineer,admin,ServiceNow|VPN|EMAIL|AD,36,True,0.6111111111111112,0.05555555555555555,0.0,0.0,0.8888888888888888,2,18,1,0.38888888888888884,0,0.0,1.1111111111111112,1,0,0,1,1,0,0,48.57872523637273,66.6,HIGH,1
2025-05-27 10:42:00,USR00087,aditya.taylor,export_data,Admin_Console,medium,success,192.168.55.27,business_hours,10,1,1,0,3,Marketing,Manager,power-user,SIEM|VPN|ServiceNow,28,True,0.25,0.0,0.75,0.0,1.0,2,4,0,0.0,1,0.25,0.0,1,0,0,1,0,0,0,14.547197755045957,14.5,LOW,0
2025-05-30 15:03:00,USR00005,george.lim,admin_operation,Customer_Vault,high,success,192.168.104.15,unusual_hours,15,4,2,2,2,Engineering,Administrator,user,GCP,57,True,0.2,0.06666666666666667,0.2,0.13333333333333333,1.2666666666666666,2,15,1,0.8,0,0.0,0.7333333333333334,1,1,0,1,1,1,0,88.35113736532354,100.0,CRITICAL,1
2025-05-30 16:37:00,USR00037,ronald.wilson,file_access,Data_Lake,medium,success,192.168.44.248,business_hours,16,4,1,0,1,Finance,Coordinator,power-user,AD|AWS_IAM|Azure_AD|EMAIL,25,True,0.15384615384615385,0.0,0.15384615384615385,0.15384615384615385,1.2307692307692308,2,13,0,0.0,0,0.0,0.0,1,0,0,0,0,0,0,0.0008990658168178553,0.0,LOW,0
2025-05-30 20:55:00,USR00087,aditya.taylor,export_data,BI_Tool,low,success,192.168.37.32,business_hours,20,4,0,0,3,Marketing,Manager,power-user,SIEM|VPN|ServiceNow,28,True,0.25,0.0,0.75,0.0,1.0,2,4,0,0.0,1,0.25,0.0,1,0,0,0,0,0,0,13.458683309428245,13.5,LOW,0
2025-05-31 05:39:00,USR00055,neha.johnson,sql_query,SIEM,medium,success,192.168.168.99,business_hours,5,5,1,0,1,Sales,Analyst,user,GCP,49,True,0.3076923076923077,0.07692307692307693,0.15384615384615385,0.0,1.3076923076923077,2,13,0,0.0,0,0.0,0.0,1,0,0,1,1,0,0,0.3228570770946472,0.3,LOW,0
2025-05-31 13:38:00,USR00068,robert.patel,export_data,BI_Tool,low,success,192.168.179.37,business_hours,13,5,0,0,3,Support,Lead,admin,ADMIN_SYS|PROD_DB|AWS_IAM|Salesforce|EMAIL,7,True,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.8571428571428571,2,7,0,0.0,1,0.8571428571428572,0.0,1,0,0,0,0,0,0,25.850140684767524,25.9,LOW,0
2025-05-31 21:57:00,USR00046,deepika.li,sql_query,SIEM,medium,success,192.168.162.25,business_hours,21,5,1,0,1,Support,Manager,user,PROD_DB,48,True,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.06666666666666667,1.2666666666666666,2,15,0,0.0,0,0.0,0.0,1,0,0,1,1,0,0,0.3228570770946472,0.3,LOW,0
2025-06-01 11:31:00,USR00040,nicholas.romano,api_call,Email_Archive,medium,success,192.168.96.15,night,11,6,1,3,1,Security,Officer,power-user,EMAIL|VPN,52,True,0.3888888888888889,0.16666666666666666,0.0,0.0,1.5,2,18,1,0.6111111111111112,0,0.0,0.0,1,0,0,0,1,0,0,15.278754857825616,15.3,LOW,0
2025-06-01 13:43:00,USR00060,vikram.gonzalez,login,PROD_DB,high,success,192.168.203.30,night,13,6,2,3,0,Sales,Developer,power-user,EMAIL|AD|ADMIN_SYS|VPN,4,True,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.16666666666666666,1.6666666666666667,2,12,1,0.8333333333333334,0,0.0,0.33333333333333326,1,0,0,1,0,0,0,73.33504250603622,91.3,CRITICAL,1
2025-06-01 14:32:00,USR00052,leila.sun,admin_operation,HRIS,high,success,192.168.52.121,night,14,6,2,3,2,Engineering,Administrator,user,AD,53,True,0.42857142857142855,0.0,0.14285714285714285,0.0,1.7142857142857142,2,7,1,0.5714285714285714,0,0.0,0.2857142857142858,1,1,0,1,1,1,0,93.6662563665765,100.0,CRITICAL,1
